"field_agency_fire_id","field_agency_code","field_agency_data_timezone","field_situation_report_date","field_status_date","field_stage_of_control_status","field_system_fire_cause","field_response_type","field_fire_size","field_latitude","field_longitude","full_count"
"VQ030-23","nt","MST","2023-07-29T00:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","25000.00","67.779583","-129.701883","6668"
"VQ029-23","nt","MST","2023-08-03T00:56:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","266.00","64.622967","-124.87775","6668"
"VQ028-23","nt","MST","2023-07-30T15:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5000.00","64.54985","-125.545583","6668"
"VQ027-23","nt","MST","2023-07-28T16:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","11000.00","65.678133","-127.605983","6668"
"VQ026-23","nt","MST","2023-07-27T17:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10400.00","66.929567","-128.535917","6668"
"VQ025-23","nt","MST","2023-07-27T17:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","1900.00","66.992717","-128.746967","6668"
"VQ024-23","nt","MST","2023-07-26T17:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","157.06","66.105767","-129.1493","6668"
"VQ023-23","nt","MST","2023-07-24T01:36:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","67.22625","-129.87845","6668"
"VQ022-23","nt","MST","2023-07-23T20:24:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","120.06","66.398033","-127.713317","6668"
"VQ021-23","nt","MST","2023-07-23T17:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","1542.00","65.660067","-126.841267","6668"
"VQ020-23","nt","MST","2023-07-17T18:46:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","35000.00","67.32465","-130.092883","6668"
"VQ019-23","nt","MST","2023-07-17T16:08:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","145.25","65.96055","-127.378817","6668"
"VQ018-23","nt","MST","2023-07-14T15:07:00.000Z","2023-11-27T17:00:37.000Z","OC","N","MON","38550.00","66.91965","-129.47335","6668"
"VQ017-23","nt","MST","2023-07-13T23:39:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","6376.00","66.371567","-119.391067","6668"
"VQ016-23","nt","MST","2023-07-12T01:10:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","767.00","65.170883","-120.116317","6668"
"VQ015-23","nt","MST","2023-07-09T01:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","4024.00","64.16715","-124.067567","6668"
"VQ014-23","nt","MST","2023-07-10T00:46:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2.00","66.6111","-128.729333","6668"
"VQ013-23","nt","MST","2023-07-11T01:47:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","81.20","66.686683","-127.309","6668"
"VQ012-23","nt","MST","2023-07-10T00:46:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","12000.00","65.675617","-129.443283","6668"
"VQ011-23","nt","MST","2023-07-09T15:26:00.000Z","2023-11-27T17:00:37.000Z","OC","N","FUL","6.00","65.142483","-126.0791","6668"
"VQ010-23","nt","MST","2023-07-05T22:06:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","18000.00","64.380883","-125.962067","6668"
"VQ009-23","nt","MST","2023-07-03T23:24:00.000Z","2023-11-27T17:00:37.000Z","OC","N","MOD","55173.00","64.815","-125.137417","6668"
"VQ008-23","nt","MST","2023-07-01T15:44:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","50.00","64.22755","-124.2367","6668"
"VQ007-23","nt","MST","2023-06-30T00:53:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","18000.00","64.157583","-125.645783","6668"
"VQ006-23","nt","MST","2023-06-30T23:27:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","32101.00","64.9089","-125.218717","6668"
"VQ005-23","nt","MST","2023-06-28T18:03:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","9.15","65.063567","-127.8614","6668"
"VQ004-23","nt","MST","2023-06-16T21:25:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","400.00","64.9371","-124.199483","6668"
"VQ003-23","nt","MST","2023-06-15T22:41:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","21099.00","65.475367","-126.70775","6668"
"VQ002-23","nt","MST","2023-06-03T00:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","19412.00","64.349583","-122.731517","6668"
"VQ001-23","nt","MST","2023-05-15T03:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","0.10","65.1889","-126.543633","6668"
"SS080-23","nt","MST","2023-09-20T17:48:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2000.00","60","-115.9914","6668"
"SS079-23","nt","MST","2023-09-20T15:22:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","80.00","61.679333","-117.6871","6668"
"SS078-23","nt","MST","2023-09-18T22:45:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","25.00","61.033333","-118.483333","6668"
"SS077-23","nt","MST","2023-09-16T22:45:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","80.00","61.603433","-117.520217","6668"
"SS076-23","nt","MST","2023-09-11T16:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","25.00","60.538367","-110.742733","6668"
"SS075-23","nt","MST","2023-09-11T18:56:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10.00","60.8525","-102.4505","6668"
"SS074-23","nt","MST","2023-09-11T18:50:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","350.00","60.984167","-102.544333","6668"
"SS073-23","nt","MST","2023-09-07T16:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","882.00","60.52395","-113.7263","6668"
"SS072-23","nt","MST","2023-09-08T20:19:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5.00","61.058333","-105.708333","6668"
"SS071-23","nt","MST","2023-08-26T01:36:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","190.00","60.682167","-115.029967","6668"
"SS070-23","nt","MST","2023-08-18T19:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.10","60.019167","-112.233167","6668"
"SS069-23","nt","MST","2023-08-09T17:17:00.000Z","2023-11-27T17:00:37.000Z","OC","N","FUL","43000.00","60.019783","-112.673983","6668"
"SS068-23","nt","MST","2023-08-08T21:14:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","75.00","61.7942","-112.456733","6668"
"SS067-23","nt","MST","2023-08-04T20:26:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","430000.00","60.018817","-118.325867","6668"
"SS066-23","nt","MST","2023-08-02T19:40:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2000.00","61.530817","-105.94815","6668"
"SS065-23","nt","MST","2023-08-02T19:37:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2000.00","61.401967","-104.759667","6668"
"SS064-23","nt","MST","2023-08-02T19:32:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","7500.00","61.296917","-104.109533","6668"
"SS063-23","nt","MST","2023-08-02T19:24:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","300.00","61.094067","-105.40955","6668"
"SS062-23","nt","MST","2023-08-02T19:18:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2000.00","61.194083","-106.173133","6668"
"SS061-23","nt","MST","2023-07-21T19:32:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","450.00","60.529767","-103.398867","6668"
"SS060-23","nt","MST","2023-07-28T22:33:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","75.00","60.934033","-107.48205","6668"
"SS059-23","nt","MST","2023-07-28T22:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","500.00","60.2394","-106.809117","6668"
"SS058-23","nt","MST","2023-07-28T22:26:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","8000.00","60.197617","-106.355067","6668"
"SS057-23","nt","MST","2023-07-28T21:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","3700.00","60.026683","-106.992","6668"
"SS056-23","nt","MST","2023-07-28T21:15:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","21000.00","60.244567","-108.11215","6668"
"SS055-23","nt","MST","2023-07-28T20:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10000.00","60.44355","-108.101417","6668"
"SS054-23","nt","MST","2023-07-28T22:19:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5500.00","60.0747","-106.24215","6668"
"SS053-23","nt","MST","2023-07-28T21:18:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","325.00","60.179","-107.661583","6668"
"SS052-23","nt","MST","2023-08-02T20:12:00.000Z","2023-11-27T17:00:37.000Z","OC","N","FUL","252253.00","60.766667","-116.8","6668"
"SS051-23","nt","MST","2023-08-02T19:42:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","2.40","61.32615","-117.433117","6668"
"SS050-23","nt","MST","2023-07-26T21:18:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","1396.00","60.841067","-110.3106","6668"
"SS049-23","nt","MST","2023-07-22T18:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5500.00","61.294567","-109.8511","6668"
"SS048-23","nt","MST","2023-07-21T20:37:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","61.262133","-110.345383","6668"
"SS047-23","nt","MST","2023-07-25T21:34:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","61.195167","-110.405617","6668"
"SS046-23","nt","MST","2023-07-22T23:05:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.01","60.145067","-110.8108","6668"
"SS045-23","nt","MST","2023-07-23T01:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","0.50","60.010367","-111.902983","6668"
"SS044-23","nt","MST","2023-07-22T14:25:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.00","60.406817","-111.577333","6668"
"SS043-23","nt","MST","2023-07-22T16:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","1.00","60.860767","-115.762183","6668"
"SS042-23","nt","MST","2023-07-22T19:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.05","60.119033","-111.713333","6668"
"SS041-23","nt","MST","2023-07-22T02:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.4036","-111.506667","6668"
"SS040-23","nt","MST","2023-07-22T02:18:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.417217","-111.58505","6668"
"SS039-23","nt","MST","2023-07-22T00:47:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.666267","-111.40875","6668"
"SS038-23","nt","MST","2023-07-22T00:42:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.63215","-111.367167","6668"
"SS037-23","nt","MST","2023-07-22T00:33:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.62915","-111.364517","6668"
"SS036-23","nt","MST","2023-07-22T00:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.616533","-111.309267","6668"
"SS035-23","nt","MST","2023-07-21T21:08:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","60.61745","-111.332483","6668"
"SS034-23","nt","MST","2023-07-21T21:01:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","0.00","60.4929","-111.583017","6668"
"SS033-23","nt","MST","2023-07-15T23:50:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","MON","50.00","60.8894","-112.727167","6668"
"SS032-23","nt","MST","2023-07-15T22:07:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","MON","50.00","60.917683","-112.776333","6668"
"SS031-23","nt","MST","2023-07-15T19:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.10","60.53225","-112.5049","6668"
"SS030-23","nt","MST","2023-07-14T15:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","193.00","60.537283","-112.618833","6668"
"SS028-23","nt","MST","2023-06-30T15:29:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","1093.00","61.291383","-103.7911","6668"
"EV001-23","nt","MST","2023-05-16T18:40:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","0.00","68.303833","-133.522","6668"
"EV002-23","nt","MST","2023-06-13T19:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","0.01","67.428683","-134.849367","6668"
"EV003-23","nt","MST","2023-06-28T01:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","25.00","67.108","-133.307","6668"
"EV004-23","nt","MST","2023-07-02T02:47:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","100000.00","67.116667","-132.31445","6668"
"EV005-23","nt","MST","2023-07-05T03:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","MOD","0.50","69.571633","-132.98155","6668"
"EV006-23","nt","MST","2023-07-05T17:29:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","4.66","67.379567","-133.95655","6668"
"EV007-23","nt","MST","2023-07-02T00:51:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","745.56","65.97915","-131.60745","6668"
"EV008-23","nt","MST","2023-07-05T00:52:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","2024.00","65.931283","-131.415","6668"
"EV009-23","nt","MST","2023-07-05T22:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","24.00","66.833333","-133.716667","6668"
"EV010-23","nt","MST","2023-07-05T22:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","311.00","67.116667","-134.5","6668"
"EV011-23","nt","MST","2023-07-06T19:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","10.00","69.05","-133.116667","6668"
"EV012-23","nt","MST","2023-07-08T21:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","3000.00","67.179","-135.669883","6668"
"EV013-23","nt","MST","2023-07-23T16:33:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","350.00","68.617733","-129.82375","6668"
"EV014-23","nt","MST","2023-07-26T02:03:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","35583.00","68.5205","-133.1005","6668"
"EV015-23","nt","MST","2023-07-24T15:47:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10.00","65.868167","-131.852167","6668"
"EV016-23","nt","MST","2023-07-27T14:55:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","18000.00","68.086333","-132.359333","6668"
"EV017-23","nt","MST","2023-07-30T18:23:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","7.41","67.905","-131.686833","6668"
"EV018-23","nt","MST","2023-07-27T14:59:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","224.00","67.842167","-131.1755","6668"
"EV019-23","nt","MST","2023-07-30T18:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","9000.00","67.592","-130.609333","6668"
"EV020-23","nt","MST","2023-07-27T15:05:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","3000.00","68.3375","-130.368","6668"
"EV021-23","nt","MST","2023-07-27T15:01:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","3000.00","68.3255","-130.671667","6668"
"EV022-23","nt","MST","2023-07-30T18:20:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","0.00","67.6865","-130.154333","6668"
"EV023-23","nt","MST","2023-07-23T23:10:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","920.00","68.02685","-129.993017","6668"
"EV024-23","nt","MST","2023-07-21T21:03:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10.00","68.694583","-127.67165","6668"
"EV025-23","nt","MST","2023-07-27T16:19:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","7000.00","67.6925","-130.087333","6668"
"EV026-23","nt","MST","2023-07-27T19:10:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","300.00","67.973167","-131.019833","6668"
"EV027-23","nt","MST","2023-08-14T19:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","FUL","0.03","67.2249","-135.425767","6668"
"EV028-23","nt","MST","2023-09-06T20:27:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5.00","66.022217","-132.06085","6668"
"FS001-23","nt","MST","2023-05-13T21:30:00.000Z","2023-11-27T17:00:37.000Z","OC","N","MOD","541766.00","60.0514","-120.9759","6668"
"FS002-23","nt","MST","2023-05-19T21:49:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","14550.00","61.824667","-123.8697","6668"
"FS003-23","nt","MST","2023-05-17T14:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","12453.00","62.55395","-124.6435","6668"
"FS004-23","nt","MST","2023-05-17T14:30:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","10335.00","63.258317","-125.120417","6668"
"FS005-23","nt","MST","2023-05-19T22:25:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","540.00","62.853317","-124.842067","6668"
"FS006-23","nt","MST","2023-05-16T20:00:00.000Z","2023-11-27T17:00:37.000Z","OUT","H","MON","0.01","60.248","-123.406333","6668"
"FS007-23","nt","MST","2023-06-05T19:24:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","333.00","60.785117","-121.35875","6668"
"FS008-23","nt","MST","2023-06-05T22:04:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","1.00","61.15","-121.216667","6668"
"FS009-23","nt","MST","2023-06-10T22:08:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MOD","66.00","60.127533","-123.8218","6668"
"FS010-23","nt","MST","2023-06-12T23:11:00.000Z","2023-11-27T17:00:37.000Z","OC","N","FUL","90508.00","61.008167","-119.9915","6668"
"FS011-23","nt","MST","2023-07-04T03:21:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","320.00","61.02575","-122.985367","6668"
"FS012-23","nt","MST","2023-07-04T15:16:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.01","60.422417","-123.347183","6668"
"FS013-23","nt","MST","2023-07-05T00:43:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","1.00","60.522417","-122.894833","6668"
"FS014-23","nt","MST","2023-07-05T17:22:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","37.47","60.482517","-120.693783","6668"
"FS015-23","nt","MST","2023-07-08T00:50:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","0.01","60.208283","-123.69205","6668"
"FS016-23","nt","MST","2023-07-07T23:47:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","FUL","15.00","60.14","-123.015167","6668"
"FS017-23","nt","MST","2023-07-15T01:10:00.000Z","2023-11-27T17:00:37.000Z","OUT","N","MON","5.00","60.519267","-122.187567","6668"
"132","nl","NST","2023-07-21T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","47.5817","-53.2869","6668"
"130","nl","NST","2023-07-17T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","48.3892","-53.6229","6668"
"129","nl","NST","2023-07-13T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","48.7836","-54.217","6668"
"533","nl","NST","2023-05-02T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.50","48.5414","-58.758","6668"
"532","nl","NST","2023-05-02T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.50","48.9862","-56.0585","6668"
"531","nl","NST","2023-05-01T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.20","47.8461","-59.2473","6668"
"530","nl","NST","2023-05-01T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","1.10","49.1564","-57.1064","6668"
"127","nl","NST","2023-07-01T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.70","47.3845","-53.3518","6668"
"529","nl","NST","2023-04-30T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","1.00","47.8951","-59.0793","6668"
"528","nl","NST","2023-04-30T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.50","48.375","-58.6559","6668"
"527","nl","NST","2023-04-30T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","3.00","47.9454","-58.9737","6668"
"526","nl","NST","2023-04-28T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.9402","-58.964","6668"
"525","nl","NST","2023-04-28T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","47.8965","-59.0657","6668"
"524","nl","NST","2023-04-27T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","2.00","47.9066","-59.0677","6668"
"523","nl","NST","2023-04-27T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","9.60","47.9365","-58.571","6668"
"522","nl","NST","2023-04-27T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.9365","-58.9365","6668"
"521","nl","NST","2023-04-26T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.9016","-59.0515","6668"
"128","nl","NST","2023-07-02T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","47.7715","-52.7843","6668"
"520","nl","NST","2023-04-26T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.9034","-59.047","6668"
"519","nl","NST","2023-04-25T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","48.5259","-58.9152","6668"
"518","nl","NST","2023-04-25T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","2.00","47.8342","-59.2994","6668"
"517","nl","NST","2023-04-24T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","48.3765","-58.6577","6668"
"516","nl","NST","2023-04-24T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","48.3769","-58.6531","6668"
"515","nl","NST","2023-04-24T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","48.3835","-58.6442","6668"
"514","nl","NST","2023-04-24T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","48.3839","-58.6421","6668"
"513","nl","NST","2023-04-23T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","48.3725","-58.671","6668"
"512","nl","NST","2023-04-23T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","7.00","48.3686","-58.671","6668"
"511","nl","NST","2023-04-18T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","48.5181","-58.4246","6668"
"510","nl","NST","2023-04-13T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","47.8252","-59.4016","6668"
"509","nl","NST","2023-04-11T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","3.00","48.3958","-58.6217","6668"
"508","nl","NST","2023-04-11T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","1.00","47.8937","-59.4016","6668"
"507","nl","NST","2023-04-09T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.70","47.7723","-59.2825","6668"
"506","nl","NST","2023-04-06T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","1.00","47.8471","-59.3435","6668"
"505","nl","NST","2023-04-05T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.774","-59.3435","6668"
"504","nl","NST","2023-03-31T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.7867","-59.278","6668"
"503","nl","NST","2023-03-31T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.70","47.8505","-59.2686","6668"
"502","nl","NST","2023-03-31T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.10","47.8819","-59.3938","6668"
"501","nl","NST","2023-03-30T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.60","47.7721","-59.2831","6668"
"138","nl","NST","2023-09-28T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.00","49.0497","-55.6645","6668"
"137","nl","NST","2023-09-05T00:00:00.000Z","2023-11-27T17:00:33.000Z","OUT","H","FUL","0.50","48.8974","-55.6222","6668"
